,album,song_title,text
42,"Гранатовый альбом","Катись, колесо",тот же знакомый человек весь тот же портрет на фон а я хотеться новый прелюдия хотеться новый симфония хотеться выпить по с любой случайный прохожий а в сводка последний известие тот же знакомый рожа а ты катиться колесо катиться колесо катиться отсюда катиться колесо катиться отсюда и весь знать бы кто выдумать нота отыскать и набить он морда что выдумать мало созвучие выдумать мало аккорд так мало кто то баловать так мало стрельба или драка ты закрыть окошко я дуть сам закрыть motherfucker а ты катиться колесо катиться колесо катиться отсюда катиться колесо катиться отсюда и весь диггер ты или ниггер тинэйджер ты или пэйджер рэйвера ты или плеер я давный давно параллельно я весь по по барабан я весь по по пистолет я достаточно полстакана а ты один таблетка а ты катиться колесо катиться колесо катиться отсюда катиться колесо катиться отсюда и весь
43,"Гранатовый альбом",Выхода нет,сколько год прошлый весь о тот же петь провод весь тот же ждать самолёт девочка с глаз из самый синий лёд таять под огонь пулемёт должный же расстаить хоть кто то скоро рассвет выход нет ключ повернуть и полететь нужно писать в чей то тетрадь кровь как в метрополетен выход нет выход нет где то мы расстаться не помнить в какой город словно это быть в похмелие через мой песнь идти и идти поезд исчезать в тёмный тоннель лишь бы мы проснуться в один постель скоро рассвет выход нет ключ повернуть и полететь нужно писать в чей то тетрадь кровь как в метрополетен выход нет выход нет сколько год пройти весь о тот же гудеть проводы весь тот же ждать самолёт девочка с глаз из самый синий лёд таять под огонь пулемёт лишь бы мы проснуться с ты в один постель
44,"Гранатовый альбом",Коктейли третьей мировой,мы остаться по чуть чуть самый разный вино ты ведь быть пить с я я не пить один ночью хорошо вдвоём в постель пить три мировой война коктейль спрятать твой запретный плод где то далеко хотеть принести ты висок с молоко ночью хорошо вдвоём в постель пить три мировой война коктейль коктейль три мировой полицейский огонь видимо не глюк ты не бояться если вдруг в дверь раздаститься стук ночью хорошо вдвоём в постель пить три мировой война коктейль коктейль три мировой
45,"Гранатовый альбом",Джим,дать джим на счастие лапа я пока фонарь гореть в мыть окно пока мой кофе не совсем готовый пока сосед вызвать мент дать джим дать джим на счастие лапа я весь время остаться в сторона и часовой на свой пост забить стрелка на мой часы дать джим дать джим на лапа счастие я любовь не мочь двигаться в цена любовь всегда один ни выстрел ни вздох любовь это когда хороший человек плохо дать джим любовь это когда хороший человек плохо ты просто выйти я наколка если не с кто выпить висок с кола если не с кто снять два девка на ночь не с кто спеть под утро пьяный время совсем в обрез а ты опять спешить на переть лашез дать джим 
46,"Гранатовый альбом",Мария и Хуана,в огонь твой расширеный зрачок исчезнуть город и океан из темнота глядеть на мы глаз мария и глаз хуан придумать человек за окно диктовать мы последний страница весь ночь напролёт глаз мария и хуан быть сниться ветер гнать снежный ком ветер гнать снежный ком ветер гнать снежный ком нести над город и дом они идти по жизнь босиком идти по жизнь босиком идти по жизнь босиком трясти пустой рукав на бел пол не заметный снег на чёрный не заметный наш тенить всего два линия вперёд два линия вперёд и мы у цель в огонь твой расширеный зрачок исчезнуть город и океан из темнота глядеть на мы глаз мария и глаз хуан прощать мария прощать хуан прощать мария прощать хуан 
47,"Гранатовый альбом",Подводная лодка,я пить очень долго вода с пара бензин я видеть глаз в кислота я стать веселеть после полбутылки джина и стать на последний черта и волна плескаться на уровень крыша и белый пена нестись ты мочь кричать но никто не услышать никто не хотеть чтобы ты спастись подводный лодка в степь украина уходить под вода и она не помочь никто не приехать снимать мы с льдина и вряд ли мы смочь прожить этот ночь ты слышать шаг это бродить по палуба осень вот по лестница вниз кувырком а мочь быть взять да весь к черта и бросить уйти по вода босиком а ты испугаться за медь и за злато и весь ночь рисовать круг а я стать похожий на шальной пират без глаз и без нога подводный лодка в степь украина уходить под вода и она не помочь никто не приехать снимать мы с льдина и вряд ли мы смочь прожить этот ночь
48,"Альтависта",Альтависта,в один из дом остылый кофе молчать сигарета и тот кто прийти узнать что мы нет простить мы за это в это год такой жаркое лето там наверху тихо течь раскалить крыша окно открытый на коврик мышка спать быть гроза молния ждать сигнал контррбандистый на глубина прорваться сквозь сеть твой altavista и ты сыграть азбука морзе симфония глюк на клавиатура так что навсегда уходить так что навсегда уходить солнце замереть в это жарок июль altavista altavista altavista 
49,"Альтависта",Молоко и мёд,я помнить только комната и стол и жёлтый свет над он я помнить как разбиться на кусок твой глиняный кувшин не спешить мы оставаться сделать ход на линия вперёд и мы помочь молоко и мёд молоко и мёд от небо до последний этаж совсем подать рука ты давный давно пора забыть о тот кто я такой но постоять ты не бросать стих в огонь огонь они не взять ты согреть молоко и мёд молоко и мёд я помнить только комната и стол и кисть дрожать в рука как будто я опять забыть зажечь фонарь на маяк вдалеке уже сигналить корабль весна растопить лёд и к мы вернуться молоко и мёд и мы согреть молоко и мёд и мы помочь молоко и мёд молоко и мёд
50,"Альтависта",Пил-курил,разрезать на осколок разбитый на лоскут не пить и не курить до наступление темнота хороший бы пить и курить мой друг не пить и не курить хороший бы пить и курить держать бы дом что нибыть такой я бы чаща к он заходить хороший бы пить и курить мой босс не пить и не курить хороший бы пить и курить куда нибыть засунуть свой проклятый немецкий и по русски заговорить хороший бы пить и курить мой президент не пить и не курить хороший бы пить и курить возможно от это стать бы лёгкий женщина южный курить я не курить и не пить хороший бы пить и курить хороший бы пить и курить 
51,"Альтависта",Терпсихора,странный игра вести с я терпсихор весь время танцевать перед я абсолютно голый танец в постель на потолок на стол что мы тянуть друг к друг столько год что мы тянуть друг к друг столько год это либидо лежать на день бензобак о это знать любой аспирантка филфак терпсихор не в курс терпсихор право она лить спирт по бокал из рукав спирт по бокал из рукав спирт по бокал из рукав утром в кровь быть пять промилле и бензиновый датчик опять на нуль ничто не случиться с тот на кто я смотреть терпсихор танцевать а я поить терпсихор танцевать а я поить терпсихор танцевать я поить ты весь танцевать я весь поить ты весь танцевать я весь поить терпсихор 
52,"Альтависта",Далеко домой,здесь там бить шаман в барабан там здесь весь сойтись быть ядерный смесь здесь весь фильм задом наперёд здесь весною не цвести пейот здесь никто весёлый песня не петь далеко домой далеко домой да нет ты весь узнать из газета нет да из газета ты не узнать никогда что с я нет проводник до нирвана ровно полглотка и я некого сказать привет и некого сказать пока далеко домой далеко домой здесь там бить шаман в барабан 
53,"Альтависта",Добрых дел мастер,добрый дело мастер сжечь stratocaster вышибить стекло рука он город и страна видеть на день стакан добрый дело мастер мой добрый дело мастер с похмелие злой добрый дело мастер уйти в запеть добрый дело мастер с похмелие злой добрый дело мастер уйти в запеть добрый дело мастер добрый дело мастер прогнать жена hасть hастить взять ребёнок он пить неделя с лишний так что весь город слышать как он гонять чёрт он мерять один стакан спирт и марихуана sauz у и castrol он выпить весь водка разом выпить текила с джаз пропить весь рок наш ролл добрый дело мастер с похмелие злой добрый дело мастер уйти в запеть добрый дело мастер с похмелие злой добрый дело мастер уйти в запеть добрый дело мастер добрый дело мастер сжечь stratocaster вышибить стекло рука пусть он мрачный туча он весь равно весь хороший добрый дело мастер мой пусть он мрачный туча он весь равно весь круча добрый дело мастер мой добрый дело мастер с похмелие злой добрый дело мастер уйти в запеть добрый дело мастер с похмелие злой добрый дело мастер уйти в запеть добрый дело мастер 
54,"Альтависта",Мотоциклетная цепь,куда держать путь мотоциклетный цепь бензиновый пятно на мокрый асфальт смешно время лететь самолёт вперёд пароход под лёд паровоз из рот в рота этот ночью ты быть такой же сладкий как мёд такой же сладкий как мёд такой же сладкий как мёд такой же сладкий как мёд из навигационный узел из перерезать струна из растревожить улей мотоциклетный цепь ползти из тенить на цвета и вкус твой поцелуй
55,"Альтависта",Сумасшедший автобус,близиться ночь рельс нести свой груз в небо гореть порнозвезда сумасшедший автобус идти домой падать город падать город он спрятать глаз одеть капюшон нажать на play он добавить низы в чей то последний альбом сумасшедший автобус идти домой просто идти пешком просто идти пешком просто и я иногда кажется весь смешной я иногда уносить так далеко сумасшедший автобус идти домой дом весь кувырком дом весь кувырком дом весь 
56,"Альтависта",Алкоголь,мой друг алкоголь точно знать чем дышать есенин мой друг алкоголь искупать брайна джонс в бассейн алкоголь отпустить я алкоголь не простить я он вернуться опять горло я обжигать алкоголь твой мать он пустить корень в тело мыть превратиться в растение в среда мы сесть за стол а теперь воскресение алкоголь отпустить я алкоголь не простить я он вернуться опять горло я обжигать алкоголь твой мать кто то смеяться в угол или только я кажется то что вчера завязать завтра снова развязаться алкоголь отпустить я алкоголь не простить я он вернуться опять горло я обжигать алкоголь твой мать
57,"Альтависта",Встретимся завтра,рука как лёд лёд или камень там за окно завертеться чужой вертолёт я не знать не знать не знать откуда приходить цунами встретиться завтра я что то сказать белый ночь тёмный штора из вертолёт мы махать рука за окно я не знать не знать не знать как я расстегнуть твой шорты встретиться завтра встретиться завтра я что то сказать весь что ты снять с себя оставаться лежать на пол возле кресло встретиться завтра встретиться завтра встретиться колотый лёд портер как портер там за окно испариться чужой вертолёт я не знать не знать не знать когда мы сменить piano на forte встретиться завтра встретиться завтра я что то сказать весь что ты снять с себя оставаться лежать на пол возле кресло встретиться завтра встретиться завтра встретиться завтра встретиться завтра 
58,"25-ый кадр",Гни свою линию,мы лечь на дно мы зажечь огонь в вселенная только мы один гнуть свой линия гнуть свой линия гореть огонь сверкать звезда весь так сложно весь так просто мы уйти в открытый космос в это мир большой нечего ловить а ты гнуть свой линия гореть огонь гнуть свой линия гореть огонь гнуть свой линия гореть огонь мы лечь на дно мы зажечь огонь в вселенная только мы один гнуть свой линия гнуть свой линия гореть огонь
59,"25-ый кадр",Звезда рок-н-ролла,звезда рок наш ролл должный умереть аксиома проснуться дорогой простить что не дать досмотреть пока ты спасть я тихонько смотаться из дом узнать что есть жизнь и смерть любой строка это шрам на лицо след осколок засесть в голов он не дать никто постареть пока ты спасть звезда рок наш ролл должный умереть умереть звезда рок наш ролл должный умереть без прикол три треть пройти удалиться в четвертовать треть сегодня так ярко светить луна над балкон что больно смотреть на этот картина кухня пьяный и голый закинуться весь от что только можно балдеть звезда рок наш ролл допивать ром с кола и должный умереть умереть звезда рок наш ролл должный умереть очень скоро замьютить свой голос расплавиться перегореть на бешеный код в время гитарный соло взлететь разбиться фонарь в тишина стадион быть долго сирена реветь от укол едва ли он смочь когда нибыть снова запеть потому что звезда рок наш ролл должный умереть умереть
60,"25-ый кадр",Всего хорошего,c cегодняшний день просить считать я недействительный весьма сомнительный пока поить проверить свой предохранитель путеводитель в путь водитель по мой весь врать твой производитель весь врать по мой весь врать твой производитель c cегодняшний день просить считать растаможенный и растормозить а если кто не верить я всего хороший всего хороший кто помнить прошлое всего хороший тот кто помнить прошлое тот кто помнить прошлое тот всего хороший c cегодняшний день просить считать я отрицательный но привлекательный пока поить протереть свой обозреватель на бел катер к такой то матерь по мой весь врать твой рекламодатель весь врать по мой весь врать твой рекламодатель c cегодняшний день просить считать я растормозить и растаможенный а если кто не верить я всего хороший всего хороший кто помнить прошлое всего хороший тот кто помнить прошлое тот кто помнить прошлое тот всего хороший всего хороший всего хороший всего хороший
61,"25-ый кадр",Моё сердце,мы не знать друг друг до это лето мы болтаться по света земля и вода и совершенно случайно мы взять билет на соседний кресло на большой высота и мой сердце остановиться мой сердце замереть мой сердце остановиться мой сердце замереть и ровно тысяча год мы просыпаться вместе даже если уснуть в разный место мы идти ставить кофе под элвис пресли кофе сбежать про propellerheads ах и мой сердце остановиться мой сердце замереть мой сердце остановиться мой сердце замереть и мочь быть ты не стать звезда в голливуд не выходить на подиум в нижний бельё у ты не брать автограф человек и поесть ты чуть тиша чем монсеррат кабалье ну так и я слава бог ни рик ни мартин не выдвигаться на оскар француз не забивать мой имя не назвать город на карта но задёрнуть штора и разложить диван и мой сердце остановиться мой сердце замереть мой сердце остановиться мой сердце замереть я наяву видеть то что многий даже не сниться не являться под кайф не стучать в стекло мой сердце остановиться отдышаться немного и снова пошло мой сердце остановиться мой сердце замереть мой сердце остановиться мой сердце замереть и мой сердце astalavista мой сердце замереть и мой сердце остановиться мой сердце замереть
62,"25-ый кадр",Рики-Тики-Тави,рик тик рик тик тави на порог мы оставить на порог не прокатить он глядеть из под кровать на сегодня видно хватить ты сказать рик тик тави сдуться что он видеть чем он думать что ты молоть кофемолка он сбежать из книжный полка он кричать из под обломок рик тик рик тик тави никогда мы не оставить отключить весь электрокофемолка я сбежать из книжный полка я кричать из под обломок рик тик рик тик тави рик тик рик тик тави тави 
63,"25-ый кадр",SOS!,человек и город от земля и до звезда по горячее губа sos перекосить взгляд перекрасить мозг весь частота подряд sos весь остаться мы весь отправиться в рост по горячее губа sos 
64,"25-ый кадр",Феллини,в один из неснятый фильм федерико феллини на тоненький льдина в бокал мартини герой на героиня героиня на героиня и двойной сплошной пролечь между они между они секунда назад быть жарко а теперь между они лежать снег килиманджаро патрон в магазин глаз на визина и отравить воздух глотать так жадно зря ты думать о смерть я хотеть найти письмо в пустой конверт и прочесть ты зря ты думать о смерть я хотеть найти письмо в пустой конверт и прочесть ты зря ты думать о смерть я хотеть найти письмо в пустой конверт и прочесть ты
65,"25-ый кадр",Остаёмся зимовать,километр превратиться в прошествие год в кинолента что лежать на монтажный стол континент быть имя рукоплескать до восход лишь земля обернуться опять кислород хватить весь кто уметь дышать год от год оставаться зимовать оставаться зимовать оставаться зимовать вод замёрзлый перебиться и с привет и спасибо весь тем кто мигать дальний свет принимать ответный сигнал это летом и так любить рисковать ртуть упасть и листва за окно шелестеть перестать и вдвоём под один шерстяной одеяло оставаться зимовать оставаться зимовать оставаться зимовать вод замёрзлый перебиться зимовать зимовать зимовать океан с голова уходить в песок караван никогда не прочесть этот строка даже странно я не знать что сказать очень скоро мы исчезнуть с экран цветной монитор из подъезд увозить кто то на скора оставаться рисковать оставаться рисковать оставаться рисковать вод замёрзлый перебиться зимовать зимовать зимовать не спать не спать не спать не спать купить
66,"25-ый кадр",Тебе это снится,едва едва проснуться е е сделать ход остаться дописать строка но кончиться твой энерджайзер кончиться мимо идти мужик от смех корчиться ты видеть исключительно усмешка на лицо и вдруг понимать что ты это сниться ты проснуться умыться побриться отжаться наступить на кот с жена поругаться помириться с жена поругаться с дорожный полиция и вдруг обнаружить что ты это сниться ты идти на работа уходить с работа постепенно забывать откуда и кто ты постоянно забывать откуда и кто ты навсегда забывать что ты это сниться ты это сниться ты сниться рыбак у коралловый риф неизвестный герой древнегреческий миф молекулярный физик энергия атом обнажённый женщина киллер с лопата новогодний ёлка орбитальный станция мыльница с музыка радио c танец машинный масло мобильный соты запорожец наконец обогнать ый ты сниться тибет где то за облако лондонский клуб coffee shop в амстердам японский кухня ая уловка ракетоноситель с ядерный боеголовка пещера полный алмаз рубиновый ты самый желанный ты самый любимый твой портрет в жёлтый пресса на один страница и ты понимать что ты это сниться ты это сниться если где то есть бог он от мы далеко он рождественский пуля уйти в молоко ты сам достигнуть тот к что здесь каждый стремиться и вдруг обнаружить улыбка на лицо и твой энерджайзер он снова начаться и мужик проходить опять засмеяться и не быть проблема ни с жена ни с полиция и ты понимать что ты это сниться ты это сниться ты это сниться и я это сниться ты это сниться мы весь это сниться 
67,"25-ый кадр",Совсем другой,литься отвёртка в глубокий глотка разноцветный лампа хрустеть под нога он пойти проводить ты до остановка ты вернуться домой завтра утром совсем другой он рассказать ты что нельзя а что можно если только ты знаешь что такой нельзя остановиться уже невозможно ты вернуться домой обнаружить себя совсем другой совсем другой совсем другой другой другой в этот история пора ставить точка но в дверь изогнуться трамвайный дуга сумасшедший мама грызть свой дочка за то что явиться под утро совсем другой значит весь наяву ничто не присниться странный жизнь на гран зло и добро в это мир хоть что то наконец измениться ты явиться домой не такой как вчера а совсем другой совсем другой совсем другой
68,"25-ый кадр",Пластмассовая жизнь,убить я внезапно гаснуть свет нервно курить балерина в пачка сигарета солнце светить мимо касса прошлогодний снег ещё лежать весь на свет из пластмасса и вокруг пластмассовый жизнь тянуться хвост миллиард звезда сойти на нет с тот пора как мы с ты на ты и дело вовсе не в принять только мёртвый не бояться смерть вдоль дорога расставить пост взять я с себя беспощадно в небо светить солнце у ты над голова и снова мимо касса тень забиться в угол и дрожать весь на свет из пластмасса и вокруг пластмассовый жизнь тянуться хвост убить я за то что я давно к ты остылый 
69,"25-ый кадр",Пой мне ещё,петь я ещё тихо в обратный сторона крутиться магнитофон в дом темно шорох скрип сводить с ум кончиться день не иметь значение цифра на лепесток рассыпаться мак петь я ещё рано заветный карта вытаскивать из рукав чайник кипеть капля из кран медленно медленно медленно падать вниз голос дрожать хлопнуть дверь это ветер держаться за край до размер вселенная сужать зрачок на рубеж этот сумрачный тысячелетие по горло в вода на дрейфовать льдина ждать рыбак ну так и петь я ещё что я мочь изменить направлять собственный тень давный давно предупредить о тот что начинать обратный отсчёт люба иметь в дом ружьё приравниваться к курт кобейн люба уметь читать между строка обречённый иметь в дом ружьё петь я ещё я просто знать что в последний момент когда ты никто не поверить прохожий на остановка взять и укрыть ты под плащ дом задрожать при появление трамвай и когда открыться дверь петь я ещё петь я ещё
70,"25-ый кадр",Ленинград - Amsterdam,здесь на земля яркий краска и звучный аккорд прямо на площадь выситься башенный кран в башня сидеть крановщица с улыбка джоконда в небо лететь самолёт ленинград амстердам бабушка вязать носка непутёвый внук папа с работа картошка нести килограмм внук догрызать гранит проклинать наука в небо лететь самолёт ленинград амстердам на глубина десять тысяча сомнительный метр над тем кто забыть пристегнуться колдовать врач если ты знаешь чей то секрет молчать человек смеяться приветливо махать рука быстро танцевать потом поднимать сто грамм там возле яркий солнце сверкать крыло в небо лететь самолёт ленинград амстердам жизнь представляться я заводной карусель что быть крутиться пока кто то дёрнуть стоп кран там за июльский дождь за февральский метель в небо лететь самолёт ленинград амстердам 
71,"Новые люди",Новые люди,замереть троллейбус в троллейбусный парка перепутать механик провод по запарка выключить лампочка в электросвеча человек ночь делать новый человек такой тонкий стена из цветной картон в светло серый дворец из стекло и бетон доверять весь что плести из дневный новость человек ночь делать новый человек человек кричать задыхаться от счастие и стонать так сладко и дышать так часто что хотеться двигаться с каждый секунда быстрый делать делать делать новый человек думать человек в ленинград и рим что смерть это то что бывать с другой что жизнь так и быть крутить и крутить колесо слышать на кухня замереть стрелка часы но ничто ничто погрустить и забыть через время появиться новое человек ехать троллейбус без габаритный огонь человек ночь делать новый человек человек кричать задыхаться от счастие и стонать так сладко и дышать так часто что хотеться двигаться с каждый секунда быстрый делать делать делать новый человек человек так нравиться делать новый человек
72,"Новые люди","Время, назад!",время назад весь разделиться вокруг на чужое и наш бросить на разный чаша против и за в календарь преднамеренно спутаться число в тот что весь это случиться я не с зло карта лечь на такой наклонный плоскость что я удержаться непросто на тормоз это весь что мы сделать здесь друг для друг весь пытаться уйти навсегда из проклятый круг я кажется я крутиться ося шар неподвижно висеть на простор вселенная весь перевязать лента вместе и врозь человек стремиться попасть в вожделенный вена большой спасибо рентген видно насквозь как кто то летать круг над детский площадка весь начинить взрывчатка жить сорваться это весь что мы сделать здесь друг для друг весь пытаться уйти навсегда из проклятый круг я кажется я весь это ложь что то случиться но мы ничто не сказать женщина в зрительный в зал бросить в дрожь книга открытый на самый последний страница сколько весь это продлиться целый день дождь в воздух таять осколок разбитый посуда тянуться долго и долго секунда тянуться долго и долго секунда тянуться долго секунда ты я ждать 
73,"Новые люди",Гандбол,спин ломить голова болеть то ли клещ засесть энцефалит в голов болеть последний зуб мы болеть за один и тот же клуб чуть курнуть и сразу бледный вид чуть немного выпить так тошнить чуть пойти работать сразу труп мы болеть за один и тот же клуб слово мы весь больной гандбол мы весь больной гандбол и за гандбол умереть знать мой друг ты мой эквивалент мочь клеить понюхать момент быть нюхать сколько захотеть ведь мы болеть за один и тот же team а когда последний наш умереть закопать прямо у ворота на поминки разогреть суп ведь мы болеть за один и тот же клуб слово мы весь больной гандбол мы весь больной гандбол и за гандбол умереть гандбол гандбол гандбол
74,"Новые люди",Сломано всё,сколько пройти верста сколько пройти верста сломать весь разрушить весь сломать весь тихо падать в песок с крик идти сквозь песок сломать весь разрушить весь сломать весь сколько выпасть звезда сколько выпасть звезда выпасть звезда бог мой это лишь сон бог мой какой страшный сон сломать весь разрушить весь сломать весь
75,"Новые люди",Девятиэтажный дом,тихо следовать древние инстинкт плавно взлетать в небо дом девять этаж дом девять этаж дом девять этаж протереть глаз наш дом лететь теперь мы ничто не страшно и драга дилер никогда мы не подсунуть этот лаж и телевизор отключиться не реагировать совсем пропасть из газовый плита выходить радостный пропан бутан и перед тем как ты родиться а я проснуться смотреть как медленно красиво лететь девятиэтажный дом девятиэтажный дом девятиэтажный дом
76,"Новые люди",Блокада,бывать так что здесь тепло но это только иногда сегодня выпасть снег сегодня стать лёд вод идти домой грузовик прохожий держаться за трос окно заклеить крест на крест метроном стучать замёрзнуть совсем загнуться почтальон под груз страшный телеграмма сто двадцать пять блокадный грамм с огонь и кровь пополам 
